,review,sentiments,word_count,clean_review,polarity
2236,"This isn't a small family restaurant, this is a fine dining establishment.",1,12,small famili restaur fine dine establish,0.08333333333333334
2237,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,21,extraordinari like slice white,0.0
2238,I dont think I will be back for a very long time.,0,12,dont think back long time,-0.025
2239,"It was attached to a gas station, and that is rarely a good sign.",0,14,ga station rare good sign,0.5
2240,How awesome is that.,1,4,awesom,0.0
2241,I will be back many times soon.,1,7,back mani time soon,0.0
2242,The menu had so much good stuff on it i could not decide!,1,13,menu much good stuff could,0.7
2243,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,16,wors right front bunch horribl,0.2857142857142857
2244,CONCLUSION: Very filling meals.,1,4,conclus fill meal,0.0
2245,Their daily specials are always a hit with my group.,1,10,alway hit group,0.0
2246,And then tragedy struck.,0,4,struck,0.0
2247,The pancake was also really good and pretty large at that.,1,11,also realli good pretti larg,0.7
2248,"This was my first crawfish experience, and it was delicious!",1,10,first experi delici,0.25
2249,Their monster chicken fried steak and eggs is my all time favorite.,1,12,monster chicken fri steak egg time favorit,-0.6
2250,Waitress was sweet and funny.,1,5,waitress sweet funni,0.35
2251,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,20,also tast mom pancak butter amaz delici,0.0
2252,"I'd rather eat airline food, seriously.",0,6,rather eat food serious,-0.3333333333333333
2253,Cant say enough good things about this place.,1,8,cant say enough good thing place,0.35
2254,The ambiance was incredible.,1,4,ambianc incred,0.0
2255,The waitress and manager are so friendly.,1,7,waitress manag friendli,0.0
2256,I would not recommend this place.,0,6,would recommend place,0.0
2257,I would not recommend this place.,0,6,would recommend place,0.0
2258,Overall I wasn't very impressed with Noca.,0,7,overal impress,0.0
2259,My gyro was basically lettuce only.,0,6,basic,0.0
2260,Terrible service!,0,2,terribl servic,0.0
2261,Thoroughly disappointed!,0,2,thoroughli disappoint,0.0
2262,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,17,much pasta love homemad hand made thin pizza,0.09999999999999998
2263,"Give it a try, you will be happy you did.",1,10,give tri happi,0.0
2264,By far the BEST cheesecurds we have ever had!,1,9,far best ever,0.55
2265,Reasonably priced also!,1,3,reason price also,0.0
2266,Everything was perfect the night we were in.,1,8,everyth perfect night,1.0
2267,The food is very good for your typical bar food.,1,10,food good typic bar food,0.7
2268,it was a drive to get there.,0,7,drive get,0.0
2269,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,15,first glanc love bakeri cafe nice ambianc clean friendli staff,0.4291666666666667
2270,"Anyway, I do not think i will go back there.",0,10,anyway think go back,0.0
2271,"Point your finger at any item on the menu, order it and you won't be disappointed.",1,16,point item menu order disappoint,0.0
2272,"Oh this is such a thing of beauty, this restaurant.",1,10,oh thing restaur,0.0
2273,If you haven't gone here GO NOW!,1,7,gone go,0.0
2274,"A greasy, unhealthy meal.",0,4,meal,0.0
2275,first time there and might just be the last.,0,9,first time might last,0.125
2276,Those burgers were amazing.,1,4,burger amaz,0.0
2277,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,18,deliveri man say word food minut late,-0.3
2278,And it was way to expensive.,0,6,way expens,0.0
2279,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,23,sure order dessert even need pack go die,0.5
2280,This was my first time and I can't wait until the next.,1,12,first time wait next,0.125
2281,The bartender was also nice.,1,5,bartend also nice,0.6
2282,Everything was good and tasty!,1,5,everyth good tasti,0.7
2283,This place is two thumbs up....way up.,1,7,place two thumb way,0.0
2284,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,14,best place vega breakfast check sat,1.0
2285,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,25,love authent mexican food want whole bunch interest yet delici choos need tri place,0.2333333333333333
2286,Terrible management.,0,2,terribl manag,0.0
2287,An excellent new restaurant by an experienced Frenchman.,1,8,excel new restaur experienc,0.13636363636363635
2288,If there were zero stars I would give it zero stars.,0,11,zero star would give zero star,0.0
2289,"Great steak, great sides, great wine, amazing desserts.",1,8,great steak great side great wine amaz dessert,0.8000000000000002
2290,Worst martini ever!,0,3,worst ever,-1.0
2291,The steak and the shrimp are in my opinion the best entrees at GC.,1,14,steak shrimp opinion best entre,1.0
2292,I had the opportunity today to sample your amazing pizzas!,1,10,opportun today sampl amaz pizza,0.0
2293,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,21,wait minut seat although tabl folk wait,0.0
2294,The yellowtail carpaccio was melt in your mouth fresh.,1,9,melt mouth fresh,0.3
2295,I won't try going back there even if it's empty.,0,10,tri go back even empti,0.0
2296,"No, I'm going to eat the potato that I found some strangers hair in it.",0,15,go eat potato found hair,0.0
2297,Just spicy enough.. Perfect actually.,1,5,spici enough perfect actual,0.3333333333333333
2298,Last night was my second time dining here and I was so happy I decided to go back!,1,18,last night second time dine happi decid go back,0.0
2299,"not even a ""hello, we will be right with you.""",0,10,even right,0.2857142857142857
2300,The desserts were a bit strange.,0,6,dessert bit strang,0.0
2301,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,30,boyfriend came first time recent trip vega could plea qualiti food servic,0.125
2302,"I really do recommend this place, you can go wrong with this donut place!",1,14,realli recommend place go wrong place,-0.5
2303,Nice ambiance.,1,2,nice ambianc,0.6
2304,I would recommend saving room for this!,1,7,would recommend room,0.0
2305,I guess maybe we went on an off night but it was disgraceful.,0,13,guess mayb went night,0.0
2306,"However, my recent experience at this particular location was not so good.",0,12,howev recent experi particular locat good,0.28888888888888886
2307,"I know this is not like the other restaurants at all, something is very off here!",0,16,know like restaur someth,0.0
2308,AVOID THIS ESTABLISHMENT!,0,3,avoid establish,0.0
2309,I think this restaurant suffers from not trying hard enough.,0,10,think restaur tri hard enough,-0.14583333333333334
2310,All of the tapas dishes were delicious!,1,7,tapa dish delici,0.0
2311,I *heart* this place.,1,4,heart place,0.0
2312,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,14,salad bland vinegrett babi heart palm,-0.16666666666666666
2313,After two I felt disgusting.,0,5,two felt disgust,0.0
2314,A good time!,1,3,good time,0.7
2315,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,19,believ place great stop huge belli sushi,0.6000000000000001
2316,Generous portions and great taste.,1,5,gener portion great tast,0.8
2317,I will never go back to this place and will never ever recommended this place to anyone!,0,17,never go back place never ever recommend place anyon,0.0
2318,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,18,server went back forth sever time even much help,0.1
2319,Food was delicious!,1,3,food delici,0.0
2320,AN HOUR... seriously?,0,3,hour serious,-0.3333333333333333
2321,I consider this theft.,0,4,consid,0.0
2322,Eew... This location needs a complete overhaul.,0,7,locat need complet,0.0
2323,We recently witnessed her poor quality of management towards other guests as well.,0,13,recent poor qualiti manag toward guest well,-0.2
2324,Waited and waited and waited.,0,5,wait wait wait,0.0
2325,"He also came back to check on us regularly, excellent service.",1,11,also came back check u excel servic,0.0
2326,Our server was super nice and checked on us many times.,1,11,server super nice check u mani time,0.4666666666666667
2327,"The pizza tasted old, super chewy in not a good way.",0,11,pizza tast old super chewi good way,0.37777777777777777
2328,I swung in to give them a try but was deeply disappointed.,0,12,give tri deepli disappoint,0.0
2329,Service was good and the company was better!,1,8,servic good compani better,0.6
2330,The staff are also very friendly and efficient.,1,8,staff also friendli,0.0
2331,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,18,servic fan quick serv nice folk,0.4666666666666667
2332,Boy was that sucker dry!!.,0,5,boy dri,0.0
2333,Over rated.,0,2,rate,0.0
2334,"If you look for authentic Thai food, go else where.",0,10,look authent thai food go el,0.0
2335,Their steaks are 100% recommended!,1,5,steak recommend,0.0
2336,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,15,pull car wait anoth minut acknowledg,0.0
2337,Great food and great service in a clean and friendly setting.,1,11,great food great servic clean friendli set,0.6555555555555556
2338,"All in all, I can assure you I'll be back.",1,10,assur back,0.0
2339,I hate those things as much as cheap quality black olives.,0,11,hate thing much cheap qualiti black,-0.18888888888888888
2340,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,20,breakfast great beauti present toast lightli,0.4
2341,The kids play area is NASTY!,0,6,kid play area nasti,0.0
2342,Great place fo take out or eat in.,1,8,great place take eat,0.8
2343,The waitress was friendly and happy to accomodate for vegan/veggie options.,1,11,waitress friendli happi option,0.0
2344,OMG I felt like I had never eaten Thai food until this dish.,1,13,omg felt like never eaten thai food dish,0.0
2345,"It was extremely ""crumby"" and pretty tasteless.",0,7,extrem pretti tasteless,-0.6
2346,It was a pale color instead of nice and char and has NO flavor.,0,14,color instead nice char flavor,0.6
2347,The croutons also taste homemade which is an extra plus.,1,10,also tast homemad extra plu,0.0
2348,I got home to see the driest damn wings ever!,0,10,got home see driest damn wing ever,0.0
2349,It'll be a regular stop on my trips to Phoenix!,1,10,regular stop phoenix,0.0
2350,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1,17,realli enjoy even told friend best breakfast,0.7
2351,Not good for the money.,0,5,good money,0.7
